,id,sentence,price,quality,environment,service,other
2644,1409,taste not so great especially with mock tails ,,Negative,,,
2645,1409,totally disappointed,,,,,Negative
2646,1410,thr place is good and the food was great  however the service was slow ,,Positive,Positive,Negative,
2647,1410,in mutton biryani the mutton was half cooked which was a spoiler ,,Negative,,,
2648,1410,at last we ordered mutton rogan josh and i took ages to be delivered  finally we had to cancel the order and leave ,,,,Negative,
2649,1411,i went today at lunch time ,,,,,
2650,1411,service is very bad they dont now how to treat customer ,,,,Negative,
2651,1411,they will not suggest what is the special today ,,,,Negative,
2652,1411,taste is good but improve ur service ,,Positive,,,
2653,1411,service is very slow i call many times to the service boy but he is not responding proper ,,,,Negative,
2654,1411,hotel environment is good and taste is awesome ,,Positive,Positive,,
2655,1411,but i will not satisfy the service ,,,,Negative,
2656,1412,a decent place for party and a cozy climate too ,,,Positive,,
2657,1412,veg manchurian was great and chicken kebabs were fine ,,Positive,,,
2658,1412,first thing that disappoints me is there is no drought beer and the most annoying thing was the behaviour of the manager  akthar  ,,Negative,,Negative,
2659,1412,there has to be some respect towards the guests and the managers was bossing everyone around ,,,,Negative,
2660,1412,i m giving this a two star only coz of him else i would have given a 4 maybe if i had the drought beers ,,Negative,,Negative,
2661,1413,food quality and taste is not good ,,Negative,,,
2662,1413,super slow service ,,,,Negative,
2663,1413,nice ambience but very poor in customer handling ,,,Positive,Negative,
2664,1413,lot of items not available even if in the menu ,,Negative,,,
2665,1414,a sheer disappointment on 12th may 2018 at the buffet dinner  ,,Negative,,,
2666,1414,the food was served cold   the service wasn t up to the mark  ,,Negative,,Negative,
2667,1414,the only please take thing was the chef guiding us through the course of the meal  ,,,,Positive,
2668,1414,the bill was a hand written one with no copy provided  ,,,,Negative,
2669,1414,the balance cash was returned after half an hour  ,,,,Negative,
2670,1414,even though i m a member of their  club at the hyatt    i wasn t given the membership benefit i was entitled to  ,,,,,
2671,1414,utter useless service and truly disappointed  ,,,,Negative,
2672,1414,you surely lost a loyal customer  ,,,,,Negative
2673,1415,i ordered veg berger ,,,,,
2674,1415,but the bun is so hard that it spoiled the taste ,,Negative,,,
2675,1416,i ordered fries rice and manchurian ,,,,,
2676,1416,first i will talk about the quantity it was upto thw mark as per the price of the food abd now coming to the taste  ,Negative,Negative,,,
2677,1416,fried rice was disgusting because it was like made from rice of last night and it was not good to eat ,,Negative,,,
2678,1416,coming to manchurian i will say it was a average manchurian and not that good ,,Negative,,,
2679,1417,this outlet has been secluded from the limelight of the kondapur gachibowli stretch but still manages to garner a decent amount of crowd ,,,,,
2680,1417,the ambiance is pretty ambivalent with that of a buffet restaurant and casual dining space ,,,Positive,,
2681,1417,it was well lit but could really deck up a few notches ,,,Positive,,
2682,1417,it was more like a corporate dining room rather than a restaurant ,,,Negative,,
2683,1417,upon arrival  were served welcome drink which was good but not living up to the expectation ,,Positive,,Positive,
2684,1417,we were asked if we are here for buffet ,,,,,
2685,1417,the restaurant it seems is more concentrated on buffet ,,,,,
2686,1417,i had a look at the menu and it didn t interest me ,,,,,
2687,1417,the manager at this place was a nice fellow ,,,,Positive,
2688,1417,who carefully took our order of dragon chicken  punjabi chicken curry  and garlic naan ,,,,Positive,
2689,1417,after a fair bit of waiting time  we re served with dragon chicken ,,,,,
2690,1417,i would have like the dish to be more crispy and dry  so that the flavours stick to the chicken ,,Negative,,,
2691,1417,it was a hurried preparation of a dish with no amount of time spared for presentation ,,,,Negative,
2692,1417,the servers need to be taught a little bit about serving ,,,,Negative,
2693,1417,they were fumbling and also were handling hot utensils without using tissue papers ,,,,Negative,
2694,1417,then we move on to punjabi chicken curry and garlic naan ,,,,,
2695,1417,simply put  it was a disaster ,,Negative,,,
2696,1417,the curry was as bland as it could be ,,Negative,,,
2697,1417,most restaurants in this part of india assume that all dishes of punjab are made with tandoori chicken and they seriously need to get out of this blind belief ,,Negative,,,
2698,1417,we could only experience the tandoori chicken as the curry had no taste of its own ,,Negative,,,
2699,1417,it was just sitting there doing nothing ,,Negative,,,
2700,1417,neither it was spicy  not it was tangy ,,Negative,,,
2701,1417,it was going nowhere ,,Negative,,,
2702,1417,the problem here doesn t lie with the chefs ,,,,,
2703,1417,it lies with the restaurant which is confused in what they are trying to do ,,,,,
2704,1417,they say they are multi cuisine  but multi cuisine doesn t mean  you can make disaster dishes and pass them off ,,,,,Negative
2705,1417,i am not a fan of multi cuisine ,,,,,
2706,1417,when you have such a title  you should at least try to make it work for you ,,,,,
2707,1417,the restaurant is confused whether it should cater to immigrant north indian population or the traditional south indian population ,,,,,Negative
2708,1417,one thing that screams out their confusion about the above is their buffet menu ,,,,,Negative
2709,1417,they tried to make it a fusion and have ended it making a confusion ,,,,,Negative
2710,1417,had the restaurant  been a traditional southern one  i would have been pleased to order a plate of traditional andhra chicken on a banana leaf and would have eaten to my hearts content ,,,,,Negative
2711,1417,the restaurant needs to find its footing ,,,,,Negative
2712,1417,the owners need to decide which way they want to go ,,,,,Negative
2713,1417,maybe hire some traditional north indian guys for north cuisine ,,,,,
2714,1417,ambience   3 taste  2 service  2 value for money  2,Negative,Negative,Neutral,Negative,
2715,1418,very spicy shawarma  not for people like who don t eat spicy ,,Neutral,,,
2716,1418,based on rating went to try but it was very spicy couldn t finish it and ended up having upset stomach ,,Negative,,,
2717,1419,this place has decent breakfast options but the omlettes are just ordinary with not much u can praise about and yeah it comes with one bread piece ,,Neutral,,,
2718,1419,one ,,,,,
2719,1419,not two ,,,,,
2720,1419,one    ,,,,,
2721,1419,filter coffee was decent though bitter ,,Neutral,,,
2722,1419,you will get better omlettes anywhere else  this is hyped ,,Negative,,,
2723,1420,gongura biryani was nice but quantity for two people is too much and apollo fish was not tasty,,Negative,,,
2724,1421,food is cold   n not even tasty,,Negative,,,
2725,1422,very less quantity ,,Negative,,,
2726,1423,i had gone for lunch a few days back and no doubt the place and food is amazing but i was not given the dessert which was included in the platter and the staff is always looking at you while you re eating  until you finish ,,Positive,Positive,Negative,
2727,1423,2 stars for food and ambience respectively but for the service they provide  i m not at all happy with the place ,,Positive,Positive,Negative,
2728,1424,the ambience is good ,,,Positive,,
2729,1424,but the food wasn t upto the mark ,,Negative,,,
2730,1424,the non veg starters were horrible ,,Negative,,,
2731,1424,full of bones ,,Negative,,,
2732,1424,the veg starters were okayish ,,Neutral,,,
2733,1424,the variety was less ,,Negative,,,
2734,1424,the main course was okay ,,Neutral,,,
2735,1424,there was variety but no taste ,,Neutral,,,
2736,1424,there were hardly any desserts ,,Negative,,,
2737,1424,disappointed ,,,,,Negative
2738,1425,the rating is such because of the name we had thought it was like an american grill restaurant shocked by the indian spread  food was ordinary  no choice in red meats and no grill pls change the name  gives out the wrong idea,,Negative,,,
2739,1426,i ordered noodles with gobi manchuria ,,,,,
2740,1426,trust me   ,,,,,
2741,1426,the noodles were so fat and without any taste ,,Negative,,,
2742,1426,the sauces or the fry that noodles went through  there was no taste at all in it ,,Negative,,,
2743,1426,it was not even having the basic salt ,,Negative,,,
2744,1426,managed to eat with the gobi given in the box and later realized that there not more than 5 pieces of manchuria ,,,,,
2745,1426,thus  i could not even complete the noodles ,,Negative,,,
2746,1426,was not at all satisfied with the noodles combo box ,,Negative,,,
2747,1427,unhappy ,,,,,Negative
2748,1427,mezze platter had no taste and they took over 45 mins to prepare the food in spite of showing an expected delivery time of 30 mins ,,,,Negative,
2749,1427,not satisfied with service or taste ,,Negative,,Negative,
2750,1427,thumbs down for me ,,,,,Negative
2751,1427, ,,,,,
2752,1428,i visited this place with my brother after reading some great reviews and ratings on zomato ,,,,,
