,sentence,price,quality,environment,service,other
2506,this was my second visit to the place and i am very disappointed for the following reasons   1  the first time i visited they were not serving alcohol due to some license issue  i dicided to give it another shot and came again ,0,0,0,0,1
2507,2  ordered cheese chilli toast  never order it ,0,0,0,0,0
2508,it s as hard a a rock ,0,1,0,0,0
2509,cheese all dried up and all you can taste is toasted white bread  3  ordered moong daal chilla it was just fine raw onion ruined it for me  4  dj was pathetic ,0,1,1,0,0
2510,it was supposed to be  bollywood hangover  he kept playing some bad music and it was too loud to order food without yelling in waiter s ear let alone having a conversation with your friends ,0,0,1,0,0
2511,ps  if you are playing hollywood atleast play some thing that people hear  unnecessarily mixing on popular song does not make you a good dj ,0,0,1,0,0
2512,you need feel the pulse of audience ,0,0,0,0,0
2513,overrated and hyped ,0,0,0,0,1
2514,this place is known for its rusty garage like interiors  where you can rent some top notch automobiles ,0,0,1,0,0
2515,the cafe in  driven cafe  is rather disappointing  staff isn t very friendly  nor very observant to details ,0,0,0,1,0
2516,they ask for extra money for everything even when the coffee costs similar to expensive coffee chains ,1,0,0,1,0
2517,i had mocha and coffee crunch  both of which were average at its best and weren t something that i would remember ,0,1,0,0,0
2518,i got both same products,0,0,0,0,0
2519,recently been to this place ,0,0,0,0,0
2520,good food and economically priced ,1,1,0,0,0
2521,service was also good ,0,0,0,1,0
2522,most disappointing part is their crowd management ,0,0,0,1,0
2523,when they have a board outside only couples after 7 00p m and then u see 60 percent dance floor is full with stags ,0,0,0,0,0
2524,no bouncers to check what is going on floor ,0,0,0,1,0
2525,stags misbehaving with girls  trying to feel them  smoking on floor  no one is there to look around ,0,0,0,1,0
2526,just for their business they r letting everyone in ,0,0,0,1,0
2527,i will never visit this place with my wife lady friend ,0,0,0,0,0
2528,as there is no security for them ,0,0,0,1,0
2529,one should enjoy the party but with some limits ,0,0,0,1,0
2530,the management should look into this aspect and try to sort it out or else the place will become like its name a rouge place ,0,0,0,1,0
2531,lot of cheap crowd on saturday night better to avoid ,0,0,0,1,0
2532,2 stars for the place for rest 3  need good food  service  presentation and experience  lets start with the good part for which the two stars ,0,1,1,0,0
2533,ambience   location and the place is amazing nothing like other places in hyd ,0,0,1,0,0
2534,the rain today made it even better ,0,0,0,0,0
2535,outdoor has this chil lounge vibe with good house music and indoor being this good energy family or dinner vibe ,0,0,1,0,0
2536,thats it to the place and good part ,0,0,0,0,1
2537,service was bad  food was ok ,0,1,0,1,0
2538,if a restaurant does not serve filter water it is a huge problem ,0,0,0,1,0
2539,buying water is a choice not force ,0,0,0,1,0
2540,doesn t matter if you are local udipi or a five star ,0,0,0,0,0
2541,we were told we dont have filter water something is broken so you buy ,0,0,0,0,0
2542,while leaving we did see other tables served normal water ,0,0,0,0,0
2543,we did have zomato gold to use  but the experience was not so great to use it ,0,0,0,0,0
2544,first turnoff   dont have kingfisher beers ,0,1,0,0,0
2545,we ordered veg tandoor platter  margherita pizza   tiramisu and cheesecake ,0,0,0,0,0
2546,pizza was the best part and yet i would say a 3 5 5 ,0,1,0,0,0
2547,generous amount of sauce and cheese but 3 basil leaf to count ,0,1,0,0,0
2548,we asked for mustard and denied ,0,0,0,1,0
2549,the platter had many things but of of which was paneer tikka n no grilled onion or peppers or tomato ,0,1,0,0,0
2550,whole platter didnt come with any onion et al side ,0,1,0,0,0
2551,extra chutney took forever to come ,0,0,0,1,0
2552,tiramisu was average will not try again or recommend  cheesecake was pretty bad ,0,1,0,0,0
2553,packed to throw i guess ,0,1,0,0,0
2554,the blueberry on it    is red color which is super confusing ,0,1,0,0,0
2555,the creamcheese itself i would guess will be cheaper kind making it hard ,0,1,0,0,0
2556,they gave a birthday brownie  which frankly was average too ,0,1,0,0,0
2557,however  the server comes and tells me during payment  i have not charged you for brownie ,0,0,0,1,0
2558,wtf     ,0,0,0,0,1
2559,overall i will recommend to go to njoy the place and have few drinks ,0,0,0,0,1
2560,hop to jonathans for food or some place in indiranagar ,0,0,0,0,0
2561,food quality is good ,0,1,0,0,0
2562,but not so many items  like crabs  octopus  kofta are available   particularly in this branch which are available at other branches of bn or abs ,0,1,0,0,0
2563,so  it was really disappointing ,0,0,0,0,1
2564,also service was a bit slow  we really had to wait for items to come on our table in between ,0,0,0,1,0
2565,that really turns off our mood though the waiters are jolly n try to make us feel good ,0,0,0,1,0
2566,i think the number of waiters are less ,0,0,0,0,0
2567,ac facility was good  very cold ,0,0,1,0,0
2568,but i don t recommend this place ,0,0,0,0,1
2569,been here today with teammates and the food for non vegetarian was not up to the mark ,0,1,0,0,0
2570,all the chicken starters had small pieces of bones ,0,1,0,0,0
2571,every bite was with a bone ,0,1,0,0,0
2572,the main course was just ok ,0,1,0,0,0
2573,this particular item not properly cooked ,0,1,0,0,0
2574,taste also not good,0,1,0,0,0
2575,visited this place for an early lunch  as every other nearby place dint start serving ,0,0,0,0,0
2576,ambience looked classic with those vintage vibes ,0,0,1,0,0
2577,ordered penne in alfredo sauce which took 40 mins for them to serve ,0,0,0,1,0
2578,it tasted average ,0,1,0,0,0
2579,it was loaded with way too much of cheese which i don t expect in pastas  i wouldn t mind that if it was a pizza though  ,0,1,0,0,0
2580,price is too high on deserts,1,0,0,0,0
2581,not worth the hype created  the service is not worth the cost ,1,0,0,1,0
2582,many dishes from the menu was not available saying we re not serving indian food ,0,1,0,0,0
2583,when ordered cold drink they gave 500ml bottle and paper cup  for a restaurant of this level you expect proper glasses for drinks ,0,0,0,1,0
2584,the taste was okay but the rice quality was not what i get in paradise or other biryani place ,0,1,0,0,0
2585,my first mandi experience in hyderabad was not good ,0,1,0,0,0
2586,overrated place ,0,0,0,0,1
2587,it s a disappointment and below par as per taste ,0,1,0,0,0
2588,we had panok prawns  you could taste the batter  it s basically the deep fried prawns however the taste is not at al upto the mark ,0,1,0,0,0
2589,schewan noddles and chicken garlic sauce is below par ,0,1,0,0,0
2590,nothing great about the place ,0,0,0,0,1
2591,the ambinence was good but the food was nt that much of good which i expected from them  ,0,1,1,0,0
2592,the staff was rude and nt proffesional  ,0,0,0,1,0
2593,worst experience that i ever had in my life,0,0,0,0,1
2594,below average restaurant food is not that good most people go there for buffet they served cheap welcome drink which infected my throat thats,0,1,0,0,0
2595,i ordered corn fry magi which came overfried   and the other order double egg and double chicken magi is also not that good     ,0,1,0,0,0
2596,i never thought i would write such review ,0,0,0,0,0
2597,size is small,0,1,0,0,0
2598,naan is not gud    ,0,1,0,0,0
2599,have been to lunch with friends here today  first things  ambiance seems to be pretty good  i think people just carried on ambiance for this location ,0,0,1,0,0
2600,serving is damn slow  even though not much of crowd in the restaurant ,0,0,0,1,0
2601,price is pretty on a higher side  virgin mojito just tasted as mint lemon drink ,1,1,0,0,0
2602,we need to ask several times to serve  also when we for main course figured out that few dishes were not served to us which were part of starters  when asked  the same was brought later  welcome drink is the one which is served after several remainders and tasted bad ,0,1,0,1,0
2603,desserts were not so great and not many ,0,1,0,0,0
2604,felt with the cost that was paid this is not much upto mark ,1,1,0,0,0
2605,all in all pathetic service  you will literally ask  n  number of times for food which is served on table ,0,0,0,1,0
2606,not a wide range of dishes ,0,1,0,0,0
2607,taste not so great especially with mock tails ,0,1,0,0,0
2608,totally disappointed,0,0,0,0,1
2609,thr place is good and the food was great  however the service was slow ,0,1,1,1,0
2610,in mutton biryani the mutton was half cooked which was a spoiler ,0,1,0,0,0
2611,at last we ordered mutton rogan josh and i took ages to be delivered  finally we had to cancel the order and leave ,0,0,0,1,0
2612,i went today at lunch time ,0,0,0,0,0
2613,service is very bad they dont now how to treat customer ,0,0,0,1,0
2614,they will not suggest what is the special today ,0,0,0,1,0
2615,taste is good but improve ur service ,0,1,0,0,0
2616,service is very slow i call many times to the service boy but he is not responding proper ,0,0,0,1,0
2617,hotel environment is good and taste is awesome ,0,1,1,0,0
2618,but i will not satisfy the service ,0,0,0,1,0
2619,a decent place for party and a cozy climate too ,0,0,1,0,0
2620,veg manchurian was great and chicken kebabs were fine ,0,1,0,0,0
2621,first thing that disappoints me is there is no drought beer and the most annoying thing was the behaviour of the manager  akthar  ,0,1,0,1,0
2622,there has to be some respect towards the guests and the managers was bossing everyone around ,0,0,0,1,0
2623,i m giving this a two star only coz of him else i would have given a 4 maybe if i had the drought beers ,0,1,0,1,0
2624,food quality and taste is not good ,0,1,0,0,0
2625,super slow service ,0,0,0,1,0
2626,nice ambience but very poor in customer handling ,0,0,1,1,0
2627,lot of items not available even if in the menu ,0,1,0,0,0
2628,a sheer disappointment on 12th may 2018 at the buffet dinner  ,0,1,0,0,0
2629,the food was served cold   the service wasn t up to the mark  ,0,1,0,1,0
2630,the only please take thing was the chef guiding us through the course of the meal  ,0,0,0,1,0
2631,the bill was a hand written one with no copy provided  ,0,0,0,1,0
2632,the balance cash was returned after half an hour  ,0,0,0,1,0
2633,even though i m a member of their  club at the hyatt    i wasn t given the membership benefit i was entitled to  ,0,0,0,0,0
2634,utter useless service and truly disappointed  ,0,0,0,1,0
2635,you surely lost a loyal customer  ,0,0,0,0,1
2636,i ordered veg berger ,0,0,0,0,0
2637,but the bun is so hard that it spoiled the taste ,0,1,0,0,0
2638,i ordered fries rice and manchurian ,0,0,0,0,0
2639,first i will talk about the quantity it was upto thw mark as per the price of the food abd now coming to the taste  ,1,1,0,0,0
2640,fried rice was disgusting because it was like made from rice of last night and it was not good to eat ,0,1,0,0,0
2641,coming to manchurian i will say it was a average manchurian and not that good ,0,1,0,0,0
2642,this outlet has been secluded from the limelight of the kondapur gachibowli stretch but still manages to garner a decent amount of crowd ,0,0,0,0,0
2643,the ambiance is pretty ambivalent with that of a buffet restaurant and casual dining space ,0,0,1,0,0
2644,it was well lit but could really deck up a few notches ,0,0,1,0,0
2645,it was more like a corporate dining room rather than a restaurant ,0,0,1,0,0
2646,upon arrival  were served welcome drink which was good but not living up to the expectation ,0,1,0,1,0
2647,we were asked if we are here for buffet ,0,0,0,0,0
2648,the restaurant it seems is more concentrated on buffet ,0,0,0,0,0
2649,i had a look at the menu and it didn t interest me ,0,0,0,0,0
2650,the manager at this place was a nice fellow ,0,0,0,1,0
2651,who carefully took our order of dragon chicken  punjabi chicken curry  and garlic naan ,0,0,0,1,0
